,Open,High,Low,Close,signal,aoi_high,aoi_low,stop_loss,take_profit
2023-01-01 00:00:00,100.02436526185225,100.1,100.0123006794428,100.02043581454438,0,,,,
2023-01-01 00:01:00,100.00334523697917,100.01813282184234,99.92643590324845,99.96087646932489,0,,,,
2023-01-01 00:02:00,99.85553334831658,99.90284291490356,99.85159277585585,99.87743888809428,0,,,,
2023-01-01 00:03:00,99.86667598714882,99.873369841357,99.81852090503006,99.84586118374048,0,,,,
2023-01-01 00:04:00,99.79273625345522,99.81200534111896,99.70897000164564,99.74762507640574,0,,,,
2023-01-01 00:05:00,99.79108782378721,99.84047083333857,99.74358483203476,99.83136292528462,0,,,,
2023-01-01 00:06:00,99.69273125068395,99.70596938633558,99.65611498174486,99.69104135989333,0,,,,
2023-01-01 00:07:00,99.62899406160965,99.66431344333756,99.60211557904522,99.60709016692695,0,,,,
2023-01-01 00:08:00,99.62503537567679,99.68941458928114,99.62060934819108,99.64667403146528,0,,,,
2023-01-01 00:09:00,99.5915471518269,99.63128268292502,99.5549672494,99.63013738959516,0,,,,
2023-01-01 00:10:00,99.46407017744359,99.49236502561133,99.40333441469679,99.41410088494696,0,,,,
2023-01-01 00:11:00,99.4441823973369,99.46477060394423,99.42182043190525,99.46296761584112,0,,,,
2023-01-01 00:12:00,99.34406289294103,99.37502652459345,99.29523183787346,99.37076406234287,0,,,,
2023-01-01 00:13:00,99.22183061746706,99.25708481919777,99.15182802027482,99.192823360195,0,,,,
2023-01-01 00:14:00,99.30650539363099,99.34328579895609,99.263138108907,99.305467776772,0,,,,
2023-01-01 00:15:00,99.27667642359164,99.31737545725028,99.19256651824703,99.23560501348344,0,,,,
2023-01-01 00:16:00,99.20908323995182,99.25747030379188,99.17810597294574,99.23375822820336,0,,,,
2023-01-01 00:17:00,99.04825055732836,99.1259865332855,99.01105386113524,99.08299615918469,0,,,,
2023-01-01 00:18:00,99.07793491543084,99.08627683001292,99.02080553543159,99.0387535811633,0,,,,
2023-01-01 00:19:00,98.93430874265071,98.97844058867574,98.88438643132207,98.96595476799399,0,,,,
2023-01-01 00:20:00,99.06345992975457,99.09734205418312,99.04947882127183,99.09061694680302,0,,,,
2023-01-01 00:21:00,98.89042088898455,98.93029775201364,98.84561185085646,98.87511222102164,0,,,,
2023-01-01 00:22:00,98.95724254228205,98.98770525119473,98.94313945836599,98.9762714952754,0,,,,
2023-01-01 00:23:00,98.89151458771184,98.89929014984975,98.83591584757328,98.84151940010128,0,,,,
2023-01-01 00:24:00,98.74894033161942,98.82327563144543,98.72056104087724,98.79212009706602,0,,,,
2023-01-01 00:25:00,98.68707934540144,98.69597177025032,98.66941191185813,98.69211766893228,0,,,,
2023-01-01 00:26:00,98.71098584750273,98.72526474776994,98.68182488412656,98.72301973390893,0,,,,
2023-01-01 00:27:00,98.60099987854286,98.6228017023244,98.57306595470962,98.61746581989678,0,,,,
2023-01-01 00:28:00,98.59808905622852,98.6042380021497,98.57097621977134,98.60422595795035,0,,,,
2023-01-01 00:29:00,98.51857218829886,98.58909808476389,98.51240713219653,98.5542485770528,0,,,,
2023-01-01 00:30:00,98.40340439083451,98.44248634013539,98.381395352117,98.41437457404966,0,,,,
2023-01-01 00:31:00,98.33068765432016,98.3819574088961,98.29008745735023,98.37146365344421,0,,,,
2023-01-01 00:32:00,98.4032940114197,98.42317742104198,98.38753683664247,98.41152717364311,0,,,,
2023-01-01 00:33:00,98.31363065539703,98.35417908532054,98.25855132233049,98.28074289759509,0,,,,
2023-01-01 00:34:00,98.26380279558646,98.33025005696341,98.23911121607044,98.30515905117039,0,,,,
2023-01-01 00:35:00,98.27599922210544,98.3290883897955,98.23286265647586,98.29416197194142,0,,,,
2023-01-01 00:36:00,98.24962688770097,98.29218855970826,98.21684689923967,98.26955078714452,0,,,,
2023-01-01 00:37:00,98.12707628151985,98.18751035787805,98.12206615477798,98.17562445657701,0,,,,
2023-01-01 00:38:00,98.07342232596105,98.12194246599519,97.98768343209174,98.030941981382,0,,,,
2023-01-01 00:39:00,98.06520815668082,98.0934905348496,98.01646411861624,98.05806741739035,0,,,,
2023-01-01 00:40:00,97.92210297025873,97.92865206544712,97.85833021052744,97.8960125095574,0,,,,
2023-01-01 00:41:00,97.9508561451997,97.98420329378025,97.92755324428376,97.96389879167106,0,,,,
2023-01-01 00:42:00,97.91704153477201,97.96418957374416,97.87916426559772,97.94772270314682,0,,,,
2023-01-01 00:43:00,97.87320749032038,97.93054293463905,97.84927038718824,97.91983856120963,0,,,,
2023-01-01 00:44:00,97.69210708849296,97.73877908795497,97.65073552247208,97.68756669918844,0,,,,
2023-01-01 00:45:00,97.70062570384624,97.77329352668349,97.65662019559761,97.7292475269105,0,,,,
2023-01-01 00:46:00,97.6445290484141,97.69619156344415,97.60000196915757,97.68623420761814,0,,,,
2023-01-01 00:47:00,97.64318530249433,97.6791252402007,97.62045637378496,97.66151784574792,0,,,,
2023-01-01 00:48:00,97.61197692748087,97.65009269706441,97.54328304875824,97.58625018272585,0,,,,
2023-01-01 00:49:00,97.61252396258335,97.63373468010114,97.60745109355797,97.62330937769413,0,,,,
2023-01-01 00:50:00,97.46268891191124,97.53926235982318,97.45759794103691,97.50968411669297,0,,,,
2023-01-01 00:51:00,97.41230730473278,97.49605238472517,97.38489395738941,97.46106268761893,0,,,,
2023-01-01 00:52:00,97.44441827431078,97.491352872968,97.41182604338796,97.45865425668245,0,,,,
2023-01-01 00:53:00,97.35151226401194,97.42553147181292,97.34386257521302,97.39021103979914,0,,,,
2023-01-01 00:54:00,97.34981473636343,97.38514971581486,97.29624067050798,97.31984967274829,0,,,,
2023-01-01 00:55:00,97.2506173046731,97.29885760066554,97.22050703177753,97.22522516516833,0,,,,
2023-01-01 00:56:00,97.12807381730553,97.19068752307004,97.09796884302787,97.17336257859402,0,,,,
2023-01-01 00:57:00,97.06902197422092,97.1129514954397,96.98979080993276,97.0325455117704,0,,,,
2023-01-01 00:58:00,97.00785152322544,97.0089418763512,96.9400802182338,96.97696216703478,0,,,,
2023-01-01 00:59:00,97.06827847113492,97.08268861930108,97.04141875342546,97.06033333104692,0,,,,
2023-01-01 01:00:00,97.04435446426993,97.05574568214521,96.99466477443808,97.05331289304526,0,,,,
2023-01-01 01:01:00,97.0271414739035,97.07008339379811,96.99399472508019,97.03752319580032,0,,,,
2023-01-01 01:02:00,96.92657737716893,96.9316168957055,96.86501255631336,96.90577497803548,0,,,,
2023-01-01 01:03:00,96.89231278314811,96.97665951612575,96.85882791378353,96.93437417294315,0,,,,
2023-01-01 01:04:00,96.75491878135726,96.82875835630756,96.70544796680291,96.79642877211805,0,,,,
2023-01-01 01:05:00,96.67584755087134,96.67728832092402,96.62398636781569,96.66505435617658,0,,,,
2023-01-01 01:06:00,96.72592105204802,96.76165992031976,96.69337906809628,96.71935022899105,0,,,,
2023-01-01 01:07:00,96.65404986675769,96.71740132580294,96.6357058886158,96.67429957844008,0,,,,
2023-01-01 01:08:00,96.58828679158137,96.63764243160436,96.55417905012392,96.60458638122125,0,,,,
2023-01-01 01:09:00,96.55203189061456,96.55355810141131,96.5107505016703,96.54026159211065,0,,,,
2023-01-01 01:10:00,96.49857133442443,96.54146731184744,96.45852823002515,96.48999575957653,0,,,,
2023-01-01 01:11:00,96.49635164701277,96.53297484265947,96.46400495304073,96.48115554135492,0,,,,
2023-01-01 01:12:00,96.44665882697953,96.46558139260372,96.39876090664633,96.42019732767486,0,,,,
